pl_name,rastr,ra,decstr,dec,pl_massj,pl_masse,pl_orbsmax,st_mass,sy_dist,ml_dists,ml_tsepmin,ml_sepminnorm,ml_xtimeein,ml_radsnorm,ml_sepinsnorp,ml_massratio,ml_angstlax,ml_magis,ml_magibl,ml_radeinang,ml_pmrells,glon,glat,ml_plxrel,ml_plxmicro,ml_plxmicron,ml_plxmicroe,ml_dsdt,ml_dalphadt,ml_radsang,ml_radsphy,ml_xtimesrc,ml_efftime,ml_pms,ml_magvs,ml_magvso,ml_magiso,ml_magjs,ml_magjso,ml_maghs,ml_maghso,ml_magks,ml_magkso,ml_magibase,sy_vmag,sy_icmag,sy_jmag,sy_hmag,sy_kmag,ml_extvfld,ml_extifld,ml_extjfld,ml_exthfld,ml_extkfld
MOA-bin-29 b,17h57m30.23s,269.375958,-29d44m11.63s,-29.736564,0.6,190,0.48,0.03,7120,,2453931.097,0.0109,3.887,8.03,1.164,163.1,2.695,19.893,,0.056,5.242,0.63345,-2.63572,,,,,,,0.448,,,,,,,19.89,,,,,,,,44.61,36.35,,32.34,33.11,,1.4,,,
OGLE-2016-BLG-1195L b,17h55m23.50s,268.847931,-30d12m26.1s,-30.207251,0.016,5.1,2.15,0.37,7200,,2457568.772,0.0514,10.16,,1.0698,0.425,0.9653,19.581,,0.261,,359.99627,-2.47579,,,,,,,0.856,,0.0336,,,,,17.819,,,,,,,,,,,,,,1.762,,,
OGLE-2015-BLG-1649L b,18h04m49.21s,271.205042,-32d37m58.90s,-32.633028,2.54,807,2.07,0.34,4230,,2457241.17,0.1146,28.312,1.265,0.902,72.27,3.08,19.43,,0.556,7.138,358.8755,-5.42183,,,,,,,0.703,,,,,,,18.21,,,,17.57,,,,,,,19.68,,,1.22,,0.41,
MOA-bin-1L b,17h51m10.20s,261.7925,-29d47m38.3s,-29.793972,3.7,1200,8.3,0.75,5100,8000,2453893.8,1.62,31.2,,2.1,47,1.578,20.23,,0.77,8.8,357.11306,2.92661,,,,,,,1.23,,0.05,,,,,16.99,,,,,,,,,22.59,,,,5.97,3.24,,,
OGLE-2016-BLG-1227L b,17h42m23.31s,265.597125,-33d45m35.2s,-33.759778,,,,,,,2457561.976,-0.057,52.23,80,3.57,59.175,4.689,16.85,,0.113,0.79,355.52875,-1.93858,,,,,,,9.01,,4.16,2.97,,,,14.07,,,,,,,16.89,,,,,,,,,,
OGLE-2015-BLG-0966L b,17h55m01.02s,268.75425,-29d02m49.6s,-29.047111,0.066,21,2.7,0.38,3300,8000,2457205.194,-0.01149,57.8,1.404,0.9091,1.7,-0.88,,,0.76,4.8,0.95823,-1.8212,0.19,,-0.0412,-0.237,,,1.07,,,,,,,17.49,,,,,,,,,,,,,,2.07,,,
OGLE-2015-BLG-0966L b,17h55m01.02s,268.75425,-29d02m49.6s,-29.047111,0.066,21,2.7,0.38,3300,8000,2457205.194,-0.01162,57.5,1.412,0.9088,1.71,-0.878,,,0.76,4.8,0.95823,-1.8212,0.19,,0.0317,-0.272,,,1.07,,,,,,,17.49,,,,,,,,,,,,,,2.07,,,
OGLE-2016-BLG-1195L b,17h55m23.5s,268.847931,-30d12m26.1s,-30.207251,0.0045,1.43,1.16,0.078,3910,,2457568.769,0.05321,9.95,2.84,1.0862,0.568,0.9688,18.99,,0.286,8.7,359.99627,-2.47579,,,-0.3016,-0.377,,,0.82,,,,,,,17.84,,,,,,,,,,,,,,,,,
OGLE-2012-BLG-0950L b,18h08m04.62s,272.019257,-29d43m53.7s,-29.731583,0.11,35,2.6,0.57,2600,,2456151.47,0.101,68.4,3.2,0.895,1.9,5.081,19.29,,1.09,5.8,1.76466,-4.63415,,0.24,0.14,-0.19,,,0.69,,,,,,,18.4,,,,17.55,,,,,,,,,,0.86,,0.25,
OGLE-2006-BLG-109L b,17h52m34.51s,268.143792,-30d05m16.0s,-30.087778,0.727,231,2.3,0.51,1510,,2453831.02,0.00345,128.1,,0.632,13.48,2.5232,20.935,,1.505,,359.79137,-1.89004,,0.345,,,,,0.468,,0.03949,,,23.11,,,,,18.876,,,,,,,,17.17,,3.47,2.03,,0.6,
OGLE-2018-BLG-0740L b,18h08m42.47s,272.176958,-29d50m08.9s,-29.835806,3.9,1200,3.3,0.83,4200,8000,2458254.242,0.036,64.58,0.4,0.86,42.8,2.517,21.54,17.13,0.56,2.9,1.73882,-4.80424,0.188,,,,,,0.28,,,,,,,21.53,,,,,,,16.87,18.21,17.13,,,,,0.5,,,
MOA-2010-BLG-328L b,17h57m59.12s,269.496333,-30d42m54.63s,-30.715175,0.029,9.2,0.92,0.11,810,8000,2455378.683,-0.0721,62.6,0.93,1.154,2.6,-0.2743,19.49,,0.98,5.71,359.836,-3.21385,,1.13,1.01,-0.51,0.92,-2.7,0.91,1.5,,,,,,17.66,,,,,,16.89,,,,19.73,19.13,18.76,,,0.13,0.09,0.05
OGLE-2018-BLG-0740L b,18h08m42.47s,272.176958,-29d50m08.9s,-29.835806,3.9,1200,4.6,0.83,4200,8000,2458254.223,0.033,70.12,0.5,1.26,45.4,2.512,21.54,17.13,0.56,2.9,1.73882,-4.80424,0.188,,,,,,0.28,,,,,,,21.53,,,,,,,16.87,18.21,17.13,,,,,0.5,,,
KMT-2019-BLG-1715L b,18h01m29.21s,270.371708,-28d46m37.7s,-28.777139,2.56,813.6407219,3.32,0.61,3860,,2458695.773,0.147,43.96,0.44,1.054,40.1,4.894,18.242,,0.91,7.59,1.89895,-2.91396,,,,,,,0.41,,,,,,,16.991,,,,,,,,,,,,,,,,,
OGLE-2015-BLG-0954L b,18h00m44.24s,270.184333,-28d39m39.2s,-28.660889,3.4,1100,1.6,0.3,1200,,2457165.227,0.0541,39.5,,0.7977,103.5,1.4039,21.047,,1.28,11.8,1.91895,-2.71366,,,,,,,0.376,,0.01152,,,,,20.018,,,,,,,,,20.61,,,17.45,1.835,1.035,,,
KMT-2016-BLG-1836L b,17h53m00.08s,268.250333,-30d02m26.70s,-30.04075,2.2,700,3.6,0.48,7100,,2457487.69,0.053,56.2,2.7,1.31,46,5.849,22.14,18.25,,3.3,359.87875,-1.94559,,,0.56,0.08,,,0.32,,,,,,,20.24,,,,,,,,,,,,,,,,,
OGLE-2013-BLG-0911L b,17h55m31.98s,268.88325,-29d15m13.8s,-29.253833,9.92,3150,17.98,0.28,3150,8000,,,,,,,,,,0.68,2.5,0.83633,-2.02265,,,,,,,0.757,,,,,,,18.109,,,,,,,,26.42,22.8,,19.99,19.64,,1.514,,,
KMT-2016-BLG-0212L b,17h53m45.42s,268.43925,-29d05m12.80s,-29.086889,0.0343,10.9,4.6,0.39,6000,,2457465.25,0.617,17.801,1.666,1.43,0.828,1.001,19.6,,0.53,10.9,0.78471,-1.60371,,,,,,,0.88,,,,,21.87,,,,,,,,,19.2,,,,,,,,,,
KMT-2019-BLG-1953L b,17h56m27.90s,269.11625,-28d12m04.00s,-28.201111,,,,,,8000,2458702.015,0.00122,16.18,2.4,2.12,12.8,2.456,20.68,,0.25,5.7,1.84965,-1.67021,,,,,,,0.61,,,,,,,18.39,,,,,,,,,,,,,,,,,
OGLE-2015-BLG-0966L b,17h55m01.02s,268.75425,-29d02m49.6s,-29.047111,0.066,21,2.1,0.38,2500,4500,2457205.195,0.01136,57.8,1.4,1.1146,1.67,0.883,,,0.76,4.8,0.95823,-1.8212,0.19,,-0.0561,-0.237,,,1.07,,,,,,,17.49,,,,,,,,,,,,,,2.07,,,
MOA-2011-BLG-028L b,18h03m24.96s,270.854,-29d12m48.3s,-29.213417,0.09,30,4.14,0.75,7380,8610,2455673.74,-0.911,34.2,17.6,1.699,1.22,2.187,15.3,,0.337,3.59,1.7258,-3.49568,,0.21,-0.03,-0.018,-0.58,0.07,6.08,,0.602,-30.9,2.83,,15.37,14.33,,,,,,,,,,,,19,1.76,0.97,,,0.16
OGLE-2018-BLG-1428L b,17h42m11.69s,265.548708,-26d08m16.4s,-26.137889,0.77,240,3.3,0.43,6220,,2458339.616,0.7002,24.4448,7.3,1.4233,17.144,1.7271,18.97,,0.373,5.58,1.98637,2.11254,,,,,,,,,,,,,,18.99,,,,,,,,,,,,,,,,,
MOA-2011-BLG-291L b,17h55m28.29s,268.867889,-29d10m14.4s,-29.170666,0.057,18,1.13,0.15,8600,9700,2455747.963,-0.00729,23.5,,1.197,3.8,3.072,20.747,,0.11,1.72,0.90149,-1.96921,,,,,,,0.882,,0.148,,,23.468,,19.143,,,,,,,,,,,,24.7,2.972,1.604,,,
OGLE-2012-BLG-0950L b,18h08m04.62s,272.019257,-29d43m53.7s,-29.731583,0.11,34,2.7,0.54,2400,,2456151.49,0.101,68.7,3,1.004,1.9,5.083,19.29,,1.14,6.1,1.76466,-4.63415,,0.26,0.17,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
UKIRT-2017-BLG-001L b,17h46m36.98s,266.654083,-29d12m40.9s,-29.211361,1.28,407,4.18,0.81,6300,11200,2457916.243,0.0303,101,6.64,1.0318,15,3.7036,,,0.92,2.34,359.8782,-0.32907,,0.7,,,,,5.9,,0.671,3.062,,,,,,,,,16.07,,,,,,,17.7,,,,,1.68
MOA-2010-BLG-477L b,18h06m07.44s,271.531006,-31d27m16.1s,-31.454477,1.5,480,2,0.67,2300,,2455420.939,0.003404,46.92,0.5764,1.1228,21.81,2.60087,18.71,,1.38,10.3,0.04599,-5.09503,,,0.77,-0.11,0.86,-1.28,0.79,,,,,19.98,,17.61,,,17.35,,,,,,,,,,,,,,
OGLE-2013-BLG-0341L B b,17h52m07.49s,268.031208,-29d50m46.0s,-29.846111,0.00522,1.66,0.702,0.1127,911,,2456409.148,0.0013,32.26,3.0543,0.815,0.443,0.199,18.613,,,,359.94991,-1.68315,,,0.785,0.671,,,2.89,,,,,,,16.35,,,,,,,,,,,,,,,,,
KMT-2019-BLG-1953L b,17h56m27.90s,269.11625,-28d12m04.00s,-28.201111,,,,,,8000,2458702.014,0.00071,16.01,2.33,2.08,13.7,2.494,20.68,,0.25,5.7,1.84965,-1.67021,,,,,,,0.61,,,,,,,18.39,,,,,,,,,,,,,,,,,
OGLE-2003-BLG-235L b,18h05m16.35s,271.318125,-28d53m42.0s,-28.895,1.5,480,3,0.36,5200,,2452848.06,0.133,61.5,0.96,1.12,39,3.906,19.7,20.7,0.52,,2.2026,-3.69455,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,
MOA-2016-BLG-227L b,18h05m53.70s,271.473755,-27d42m51.43s,-27.714287,2.8,890,1.39,0.29,6500,,2457517.508,-0.0833,17.03,3.01,0.9312,92.8,2.509,19.54,,0.227,4.88,3.30299,-3.2402,,,,,,,0.68,,,,,,,18.54,,,17.806,,,,,,,,21.5,,1.82,1,,0.19,
OGLE-2018-BLG-0596L b,17h56m13.33s,269.055542,-29d11m56.7s,-29.199083,0.00374,1.19,2.77,0.154,5950,8690,2458277.13,0.285,28.889,17.72,1.811,0.244,2.929,17.19,,0.256,3.24,0.95931,-2.12513,,,-0.075,0.193,0.371,0.355,4.46,,,,,,,15.3,,,,,,,,,,,,,,,,,
MOA-bin-29 b,17h57m30.23s,269.375958,-29d44m11.63s,-29.736564,0.63,200,1.54,0.1,6570,,2453931.08,0.00893,7.014,2.71,1.745,61.4,3.103,20.428,,0.164,8.552,0.63345,-2.63572,,,,,,,0.444,,,,,,,19.89,,,,,,,,32.85,27.77,,24.14,23.66,,1.4,,,
OGLE-2015-BLG-0966L b,17h55m01.02s,268.75425,-29d02m49.6s,-29.047111,0.066,21,2.1,0.38,2500,4500,2457205.196,-0.01157,57.7,1.406,1.1148,1.68,-0.88,,,0.76,4.8,0.95823,-1.8212,0.19,,0.0397,-0.232,,,1.07,,,,,,,17.49,,,,,,,,,,,,,,2.07,,,
MOA-2011-BLG-262L b,18h00m23.48s,270.097833,-31d14m42.93s,-31.245258,0.053,17,0.95,0.11,7200,,2455739.131,0.0147,3.858,,0.9263,4.39,1.8109,19.937,,0.122,11.6,359.63064,-3.92442,,,,,,,0.776,,0.02217,,2.5,21.898,,18.367,,,18.226,,,,,,,,21.07,,2.62,1.45,,0.315,
OGLE-2012-BLG-0406L b,17h53m18.17s,268.325708,-30d28m16.2s,-30.471167,,,,,,,2456141.19,-0.497,61.91,12.07,1.296,68.2,-0.81,,,,,359.54055,-2.21994,,,0.358,0.008,0.802,-0.732,5.94,,,,,,,14.62,,,,,,,,,,,,,,,,,
MOA-2010-BLG-328L b,17h57m59.12s,269.496333,-30d42m54.63s,-30.715175,0.34295235,109,3.8,0.64,4600,,2455378.706,-0.0741,61.8,1.35,1.22,5.16,-0.2024,,20.49,0.68,4.03,359.836,-3.21385,,,,,,,,,,,,,,17.63,,,,,,16.83,,,18.66,,,,,,,,
KMT-2018-BLG-1025L b,17h59m27.94s,269.866417,-27d52m41.02s,-27.878061,0.01399183,4.447,0.65,0.084,7450,,2458274.843,0.008453,8.986,7.351,1.097,1.584,2.693,21.386,,0.094,3.83,2.46055,-2.08247,,,,,,,0.69,,,,,,,19.249,,,,,,,,,,,,,,,,,
OGLE-2016-BLG-1195L b,17h55m23.5s,268.847931,-30d12m26.1s,-30.207251,0.0045,1.43,1.16,0.078,3910,,2457568.77,-0.05284,10.01,2.87,0.9834,0.549,-0.9681,18.99,,0.286,8.7,359.99627,-2.47579,,,0.2335,-0.411,,,0.82,,,,,,,17.84,,,,,,,,,,,,,,,,,
MOA-2015-BLG-337L b,18h07m47.69s,271.9487,-28d10m13.00s,-28.170278,0.106,33.7,0.24,0.0094,7100,,2457214.924,0.0567,5.432,26.3,1.548,109,1.4449,19.682,,0.024,1.59,3.10692,-3.82814,,,,,,,0.621,,,,,,,,,,,,,,,,,,,,,1.205,,,
OGLE-2014-BLG-1722L c,17h55m00.57s,268.75238,-31d28m08.6s,-31.469055,0.262,83.3,2.7,0.39,6380,,2456900.219,-0.131,23.909,6,1.368,7.098,2.209,18.88,,,,358.86307,-3.03947,,,-0.153,0.104,,,,,,,,,,,,,,,,,,,,,,,,1.75,,,
OGLE-2018-BLG-0677L b,17h55m00.27s,268.751125,-32d00m59.51s,-32.016531,0.0125,3.96,0.63,0.12,7580,8370,2458229.544,0.102,4.94,12.09,0.912,0.7852,-1.98,,,,7.02,358.38853,-3.31375,,,,,,,0.789,,,,,,,17.73,,,,,,,,,,,,,,,,,
OGLE-2018-BLG-1011L b,17h56m03.36s,269.014,-29d04m58.4s,-29.082889,1.8,570,0.8,0.18,7100,8000,2458284.868,0.047,12.41,11.29,0.747,97.3,4.433,19.93,19.04,0.09,2.81,1.04163,-2.0354,,,,,,,1.98,,,,,,,17.33,,,,,,,18.63,,,,,,,1.68,,,
KMT-2016-BLG-2364L b,17h42m51.76s,265.715667,-27d26m08.02s,-27.435561,3.93,1250,2.63,0.5,6440,,2457600.803,0.028,20.33,0.003,1.169,75.6,3.026,21.88,,0.18,3.23,0.96071,1.30314,,,,,,,0.55,,,,,,,19.26,,,,,,,,,,,,,,,,,
OGLE-2012-BLG-0950L b,18h08m04.62s,272.019257,-29d43m53.7s,-29.731583,0.13,41,2.8,0.63,3200,,2456151.48,-0.1,68.5,3,0.893,1.9,1.195,19.3,,0.99,5.3,1.76466,-4.63415,,0.19,0.08,-0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
KMT-2016-BLG-1836L b,17h53m00.08s,268.250333,-30d02m26.70s,-30.04075,2.2,700,3.5,0.49,7100,,,,,,,,,,,,3.3,359.87875,-1.94559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOA-2016-BLG-227L b,18h05m53.70s,271.473755,-27d42m51.43s,-27.714287,4.8,1500,1.49,0.5,6900,,2457517.508,-0.0833,17.03,3.01,0.9312,92.8,2.509,19.54,,0.227,4.88,3.30299,-3.2402,,,,,,,0.68,,,,,,,18.54,,,17.806,,,,,,,,20.4,,1.82,1,,0.19,
OGLE-2018-BLG-1185L b,17h59m10.26s,269.79275,-27d50m06.3s,-27.835083,0.00660734,2.1,1.14,0.091,5450,,2458310.777,0.006877,15.931,3.468,0.963,0.6869,0.114,20.082,,0.211,4.832,2.46545,-2.00459,,0.292,,,,,0.73,,,,,,,18.119,,,18.012,17.444,17.756,17.394,,34.1,28.2,,23.9,23.3,,,,,
OGLE-2016-BLG-1195L b,17h55m23.5s,268.847931,-30d12m26.1s,-30.207251,0.0045,1.43,1.16,0.078,3910,,2457568.769,0.0532,9.96,2.9,0.984,0.547,0.9684,18.99,,0.286,8.7,359.99627,-2.47579,,,0.1487,-0.404,,,0.82,,,,,,,17.84,,,,,,,,,,,,,,,,,
MOA-2011-BLG-291L b,17h55m28.29s,268.867889,-29d10m14.4s,-29.170666,0.085,27,1.2,0.22,7000,7900,2455747.963,-0.00729,23.5,,1.197,3.8,3.072,20.747,,0.14,2.13,0.90149,-1.96921,,,,,,,0.882,,0.148,,,23.468,,19.143,,,,,,,,,,,,23.4,2.972,1.604,,,
MOA-2011-BLG-291L b,17h55m28.29s,268.867889,-29d10m14.4s,-29.170666,0.041,13,1.3,0.11,8800,10700,2455747.963,-0.00729,23.5,,1.197,3.8,3.072,20.747,,0.124,1.92,0.90149,-1.96921,,,,,,,0.882,,0.148,,,23.468,,19.143,,,,,,,,,,,,25.5,2.972,1.604,,,
KMT-2018-BLG-1990L b,17h53m44.49s,268.435375,-22d09m09.14s,-22.152539,0.333,106,0.699,0.076,742,,2458230.4,-0.037,51.389,1.246,1.095,41.85,3.781,19.36,,,,6.76186,1.91343,,,1.637,-0.002,-4.762,-0.156,,,0.064,,,,,16.79,,,,,,,,,,,,,,,,,
OGLE-2005-BLG-071L b,17h50m09.77s,267.540708,-34d40m23.5s,-34.673194,3.8,1200,3.6,0.46,3200,8600,2453480.701,-0.0287,69.2,0.6,1.305,77,1.506,19.49,21.4,0.85,,355.58019,-3.78643,0.19,,0.02,-0.21,-0.293,1.193,,,,,,20.82,,18.31,,,,,,,,,,,,,,1.2,,,
OGLE-2005-BLG-071L b,17h50m09.77s,267.540708,-34d40m23.5s,-34.673194,2,635.656814,,0.29,3300,,2453480.679,1.294,70.9,,1.294,71,4.786,19.53,21.29,,,355.58019,-3.78643,,,,,,,,,,,,,,,,,,,,,,,21.3,,,,,,,,
OGLE-2011-BLG-0251L b,17h38m14.18s,264.559083,-27d08m10.1s,-27.136139,0.45,140,1.5,0.26,2710,,2455781.509,-0.0566,63.74,14.4,0.775,16.8,-1.855,15.99,16.97,0.71,4.09,0.67004,2.33357,,0.34,-0.33,0.09,,,10.29,,,,,,,,,,,,,,,,,,,,,2.79,,,
MOA-2015-BLG-337L b,18h07m47.69s,271.9487,-28d10m13.00s,-28.170278,0.106,33.7,0.24,0.0094,7100,,2457214.918,0.047,5.382,22.3,0.606,108,1.4445,19.682,,0.028,1.9,3.10692,-3.82814,,,,,,,0.621,,,,,,,,,,,,,,,,,,,,,1.205,,,
MOA-bin-29 b,17h57m30.23s,269.375958,-29d44m11.63s,-29.736564,0.58,180,0.27,0.05,7070,,2453931.135,0.01249,5.183,8.71,0.537,117,3.852,20.091,,0.042,2.807,0.63345,-2.63572,,,,,,,0.449,,,,,,,19.89,,,,,,,,43.94,35.56,,30.98,31.09,,1.4,,,
MOA-2015-BLG-337L b,18h07m47.69s,271.9487,-28d10m13.00s,-28.170278,18,5720,3.3,0.0729,6300,,2457215.739,0.0435,6.104,17.6,4.71,2350,0.5877,19.682,,0.035,2.11,3.10692,-3.82814,,,,,,,0.621,,,,,,,,,,,,,,,,,,,,,1.205,,,
OGLE-2012-BLG-0724L b,17h55m52.39s,268.968292,-29d49m06.7s,-29.818528,0.47,150,1.6,0.29,6700,,2456071.038,0.008268,13.4935,1.3922,1.099,15.935,1.5696,21.89,,0.242,6.55,0.38505,-2.37051,,,,,,,0.336,,,,,,,20.43,,,20.52,,,,,,,,,,,,,,
OGLE-2012-BLG-0724L b,17h55m52.39s,268.968292,-29d49m06.7s,-29.818528,0.47,150,1.6,0.29,6700,,2456071.038,0.008383,13.3556,1.4098,0.9195,15.848,1.57,21.89,,0.239,6.52,0.38505,-2.37051,,,,,,,0.336,,,,,,,20.43,,,20.52,,,,,,,,,,,,,,
OGLE-2017-BLG-1140L b,17h47m31.93s,266.883057,-24d31m21.6s,-24.522667,1.62,515,1.02,0.213,,8100,2457940.77,0.2389,14.7,26.9,0.87,73,2.539,,,0.164,4.07,3.99474,1.92596,0.0155,0.0946,-0.0782,0.0531,,,4.39,,,,,,,15.09,,,,,,,,,,,,,,,,,
OGLE-2018-BLG-1011L c,17h56m03.36s,269.014,-29d04m58.4s,-29.082889,2.8,890,0.8,0.18,7100,8000,2458284.818,0.049,12.19,11.26,0.577,152.4,4.859,19.93,19.04,0.09,2.81,1.04163,-2.0354,,,,,,,1.98,,,,,,,17.33,,,,,,,18.63,,,,,,,1.68,,,
OGLE-2017-BLG-0604L b,17h51m34.00s,267.891667,-30d56m47.6s,-30.946556,0.51,160,4.06,0.7,3950,,2457858.52,0.312,55.21,0.6,1.201,7,4.064,21.58,,0.98,6.48,358.94105,-2.1401,,,,,,,0.59,,,,,,,18.86,,,,,,,,,,,,,,,,,
KMT-2016-BLG-1397L b,18h10m39.51s,272.664612,-24d51m27.86s,-24.857738,7,2200,5.1,0.45,6600,,2457506.5,0.09,41,46,1.68,160,5.81,,17.47,0.033,,6.32391,-2.79425,,,,,,,1.5,,,,,,,16.5,,,,,,,,,,,,,,,,,
KMT-2018-BLG-1990L b,17h53m44.49s,268.435375,-22d09m09.14s,-22.152539,0.398,126,0.751,0.083,789,,,,,,,,,19.36,,,,6.76186,1.91343,,,,,,,,,,,,,,16.79,,,,,,,,,,,,,,,,,
OGLE-2015-BLG-0966L b,17h55m01.02s,268.75425,-29d02m49.6s,-29.047111,0.066,21,2.1,0.38,2500,4500,2457205.194,-0.01162,57.5,1.412,0.9088,1.71,-0.878,,,0.76,4.8,0.95823,-1.8212,0.19,,0.0317,-0.272,,,1.07,,,,,,,17.49,,,,,,,,,,,,,,2.07,,,
KMT-2021-BLG-1372L b,17h37m57.25s,264.488542,-28d08m54.20s,-28.148389,0.18547744,58.95,2.22,0.42,5970,,2459388.758,0.074,71.937,4.2,0.917,4.175,4.896,21.9,,,0.84,359.78034,1.84567,,,,,,,0.692,,0.3,,,,,18.39,,,,,,,,,,,,,,,,,
KMT-2016-BLG-1105L b,17h45m47.34s,266.44725,-26d15m58.93s,-26.266369,0.00289464,0.92,2.93,0.43,3790,,2457555.834,0.171,38.8,2.4,1.143,0.064,3.836,21.09,,0.31,6.48,2.29896,1.35832,,,,,,,0.732,,,,,,,18.28,,,,,,,,,,,,,,,,,
KMT-2019-BLG-0253L b,17h51m31.82s,267.882583,-29d33m55.7s,-29.565472,0.02894644,9.2,3.1,0.7,4900,,2458590.577,0.0555,57.01,0.0045,0.9289,0.407,1.023,19.8,,0.23,4.7,0.12563,-1.42905,,,,,,,1.05,,,,,,,17.29,,,,,,,,,,,,,,,,,
KMT-2019-BLG-0253L b,17h51m31.82s,267.882583,-29d33m55.7s,-29.565472,0.02894644,9.2,3.1,0.7,4900,,2458590.56,-0.0566,55.76,0.0045,1.0092,0.41,1.0223,19.8,,0.23,4.7,0.12563,-1.42905,,,0.198,0.102,,,1.05,,,,,,,17.29,,,,,,,,,,,,,,,,,
KMT-2019-BLG-1367L b,18h09m53.12s,272.471333,-29d45m43.96s,-29.762211,0.01277419,4.06,1.67,0.25,4680,,2458667.883,0.083,39.3,5.3,0.9389,0.4977,1.208,21.47,,0.06,3.92,1.92632,-4.99338,,,,,,,0.316,,,,,,,20.71,,,,,,,,,,,,,,,,,
OGLE-2018-BLG-0516L b,17h58m33.63s,269.640125,-31d15m44.6s,-31.262389,0.06324167,20.1,2.2,0.47,7000,,2458227.654,0.1044,25.06,0.011,1.0059,1.299,2.2718,19.45,,0.08,5,359.42174,-3.59284,,,-0.51,-0.111,,,0.81,,,,,,,17.58,,,,,,,,,,,,,,,,,
MOA-2013-BLG-605L b,17h58m42.85s,272.019257,-29d23m53.66s,-29.731583,0.0261,8.28,2.22,0.073,1920,,2456573.051,-0.07905,19.93,3.85,2.382,3.4,3.1516,18.12,18.574,0.486,8.68,1.76466,-4.63415,,0.815,0.793,-0.191,-0.001,0.512,1.87,,,,,,,,,,15.864,15.59,,15.6,,,,,,,,,,,
OGLE-2017-BLG-0173L b,17h51m52.95s,267.970612,-29d16m16.9s,-29.27136,0.02385,7.581,3.688,0.357,5015,,2457838.031,0.844,30.818,10.969,1.532,0.6386,1.334,,,0.48,5.7,0.41781,-1.34501,,,,,,,5.3,,,,,,,15.03,,,14.14,,,,,,,,,,,,,,
OGLE-2017-BLG-0482L b,17h56m11.73s,269.048889,-30d31m42.1s,-30.52836,0.028,9,1.8,0.2,5800,8100,2457873.952,-0.058,40.39,6,1.07,1.41,-0.365,,,0.093,0.86,359.80543,-2.78697,,,-0.17,-0.12,-1.96,0.87,0.56,,,,,,,,,,,,,,,,,,,,,,,,
MOA-2011-BLG-262L b,18h00m23.48s,270.097833,-31d14m42.93s,-31.245258,0.0015,0.47,0.13,0.0031,560,,2455739.131,0.01465,3.827,,0.9578,4.66,1.8096,19.929,,0.205,19.6,359.63064,-3.92442,,,,,,,0.778,,0.01316,,2.5,21.888,,18.359,,,18.22,,,,,,,,21.16,,2.62,1.45,,0.315,
KMT-2019-BLG-0842L b,17h53m50.03s,268.458458,-29d52m38.78s,-29.877439,0.03234,10.28,3.31,0.76,3320,8170,2458625.914,0.006565,43.859,0.4246,0.983,0.409,0.146,21.73,,1.01,8.42,0.11105,-2.01831,,,,,,,0.416,,,,,,,20.13,,,,18.85,,,,,,,,,,1.5,,,
OGLE-2017-BLG-0406L b,17h55m59.92s,268.999667,-29d51m47.3s,-29.863139,,,,,,,2457908.813,-0.009281,37.133,5.843,1.128,6.97,-0.993,,,,,0.36012,-2.41644,,0.136,0.12,0.065,,,,,0.217,,,,,,,,,,,,,,,,,,,,,,
KMT-2021-BLG-1253L b,17h50m28.13s,267.617208,-29d16m45.41s,-29.279281,0.0699434,22.23,1.96,0.29,6330,,2459374.41,0.005641,9.594,1.297,1.074,2.311,1.002,23.27,,0.399,15.2,0.25345,-1.08408,,,,,,,0.517,,0.0124,,,,,19.1,,,,,,,,,,,,,,,,,
MOA-2007-BLG-400L b,18h09m41.98s,272.424917,-29d13m26.95s,-29.224153,0.83,260,6.5,0.3,5800,,2454354.581,0.00027,14.33,3.29,2.87,25,3.9617,,,0.32,8,2.38132,-4.70081,,,,,,,1.05,,,,,,,17.57,,,,,,,,,,,,,,,,,
OGLE-2018-BLG-0506L b,17h50m31.16s,267.629833,-31d55m26.6s,-31.924056,0.05128554,16.3,3,0.63,5600,,2458224.158,-0.0878,23.84,0.014,1.0653,0.816,-1.8554,19.37,,0.43,8.1,357.98566,-2.44687,,,-0.752,-0.09,,,5.11,,,,,,,15.1,,,,,,,,,,,,,,,,,
OGLE-2019-BLG-1053L b,18h00m39.93s,270.166375,-27d20m29.7s,-27.341583,,,,,,,2458690.555,0.35,34.1,2.19,1.406,0.129,3.664,19.886,,,,3.0586,-2.04713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OGLE-2017-BLG-0406L b,17h55m59.92s,268.999667,-29d51m47.3s,-29.863139,0.41,130,3.5,0.56,5200,8800,2457908.813,0.009281,37.134,5.852,1.128,6.955,0.993,17.606,,0.593,5.84,0.36012,-2.41644,0.077,0.14,0.126,0.062,,,3.472,,0.217,,,20.187,,,,,14.697,,,,,26.1,22.7,,19.6,,3.472,1.911,,0.358,
OGLE-2015-BLG-1771L b,17h55m11.76s,268.799,-28d51m45.90s,-28.86275,0.401,127,0.78,0.086,6860,,2457235.62,0.114,4.53,3.64,0.998,44.7,3.882,21.86,20.99,0.114,9.2,1.13728,-1.76209,,,,,,,0.48,,,,,,,19.57,,,,,,,,,,,,,,,,,
